latitude,longitude,calcium,magnesium,titanium
26.572847,88.316092,5690.138,13331.583,5537.662
26.5736,88.315869,4488.555,13028.258,5982
26.572698,88.316684,4535.523,12243.414,5772.751
26.573741,88.315338,5463.331,12725.826,5650
26.572495,88.315917,5798.876,12744.934,5961.217
26.573037,88.315532,5480.389,13814.704,6510
