latitude,longitude,calcium,magnesium,titanium
26.573756,88.315411,5950,13352,5624
26.573556,88.315888,4520,13220,6057
26.572993,88.31543,4513,12126,5794
26.572411,88.315783,5520,13022,6012
26.57265,88.316393,6052,12850,6001
26.57203,88.316613,5325,14021,6621
